numeric_claim_id,section,line_or_table,exact_text,numeric_tokens,claim_class,frozen_authority,authority_key_or_row,display_transform,verification_status,notes
"QNUM0114","#### 3.1.1 目标项目选择与数据口径","line 114","最终，本文筛选得到 294 个代表性 DBMS 项目作为征引侧种子样本，并在这些项目的 2023 年 GitHub 协作日志中扫描 3,748,078 条输入 Reference records；经 source-admission 后保留 3,747,958 条 admitted source-observation records，其中 1,586,047 条可进入 project-mappable quotient 子域。需要强调的是，294 表示被筛选并实际爬取日志的项目数量，不表示拓扑分析中的全部网络节点数量。对于可解析为 GitHub 仓库的被引对象，本文通过 membership-induced graph coarsening 聚合为 Repo/project 粒度节点，从而形成包含 6,506 个节点、其中 6,505 个节点有边观测的 Project-level RefQN；完整有向表包含 9,884 条边，跨项目表包含 9,595 条边。更广泛的上游 OSDB 数据基础用于项目识别、关系抽取和后续扩展，而不直接作为本文实验样本。","294;2023;3,748,078;3,747,958;1,586,047;6,506;6,505;9,884;9,595","METHOD_CONFIGURATION","outputs/reference_quotient_p0_corrected_v3/quotient_construction_audit.json","scanned_input_rows;retained_reference_records;quotient_eligible_records;refq_node_domain;refq_directed_edges_including_self_loops;refq_directed_cross_project_edges;lcc_nodes;lcc_edges;directed_cross_project_edges_lcc_sensitivity","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0116","#### 3.1.2 数据获取与清洗","line 116","#### 3.1.2 数据获取与清洗","3.1;2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0124","#### 3.1.2 数据获取与清洗","line 124","1. **去重处理**：基于事件ID去除重复的Issue/PR/Commit记录及仓库描述；","1","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0125","#### 3.1.2 数据获取与清洗","line 125","2. **特殊文本标准化**：对SVN版本控制日志、代码调试日志、特殊字符代码片段等非协作文本，采用占位符替换策略，保持GitHub协作环境的上下文一致性；","2","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0126","#### 3.1.2 数据获取与清洗","line 126","3. **无效项目过滤**：删除无引用事件记录的项目，确保样本数据的有效性；","3","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0127","#### 3.1.2 数据获取与清洗","line 127","4. **时间窗口对齐**：统一所有项目的数据时间范围为2023年1月1日至2023年12月31日，消除时间偏差影响。","4;2023;1;12;31","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0130","### 3.1.3 GH_CoRE 处理链与可追溯控制","line 130","### 3.1.3 GH_CoRE 处理链与可追溯控制","3.1;3","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0131","### 3.1.3 GH_CoRE 处理链与可追溯控制","line 131","本文使用的 GH_CoRE 不仅是引用字符串识别脚本，而是一条面向协作 Reference relation 构建的处理链。其输入是 294 个种子 DBMS 项目在观测窗口内的 GitHub Issue、Pull Request、Commit、Comment 及 event/action 协作日志，以及与这些日志相关的仓库和对象元数据。其作用是将 GitHub 协作日志中的异质事件组织为可复核的 Reference evidence，并为后续 Project-level RefQN construction 提供一致输入。处理链包括以下步骤：","294","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0133","### 3.1.3 GH_CoRE 处理链与可追溯控制","line 133","1. **数据接入与时间窗口对齐**：接入 294 个种子 DBMS 项目的协作日志、仓库标识和事件元数据，并统一观测窗口；","1;294","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0134","### 3.1.3 GH_CoRE 处理链与可追溯控制","line 134","2. **文本标准化与噪声处理**：对日志片段、代码块、异常字符、SVN/Git 混合记录等进行标准化，降低候选模式误识别风险；","2","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0135","### 3.1.3 GH_CoRE 处理链与可追溯控制","line 135","3. **候选引用识别**：识别跨仓库编号、仓库内编号、Commit 哈希、文件路径、GitHub 服务链接和外部 URL 等显式或半结构化引用痕迹；","3","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0136","### 3.1.3 GH_CoRE 处理链与可追溯控制","line 136","4. **可达性核验与对象校对**：对可访问 GitHub 对象执行 API 可达性核验，对外部资源记录域名、路径和上下文信息，并校对对象类型；","4","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0137","### 3.1.3 GH_CoRE 处理链与可追溯控制","line 137","5. **属性补全与细粒度类型复核**：补全征引实体、被引实体、触发事件、所在仓库、时间戳、引用类型、实体属性和上下文字段，并对 fine-grained 实体类型进行复核；","5","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0138","### 3.1.3 GH_CoRE 处理链与可追溯控制","line 138","6. **去重边界控制与标准化输出**：在事件级边界内控制重复记录，输出底层 Reference 异质关系记录；","6","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0139","### 3.1.3 GH_CoRE 处理链与可追溯控制","line 139","7. **Project-level RefQN 构造准备**：解析可映射为 GitHub repository/project 的 Reference endpoints，为后续 membership-induced graph coarsening 和 Project-level RefQN 构造生成可聚合字段，并保留 seed source 与 expanded target 的观测边界。","7","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0143","### 3.2 引用关系抽取与实体校验","line 143","### 3.2 引用关系抽取与实体校验","3.2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0145","#### 3.2.1 跨项目引用识别规则","line 145","#### 3.2.1 跨项目引用识别规则","3.2;1","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0146","#### 3.2.1 跨项目引用识别规则","line 146","本文在 IREL 对 GitHub 项目间引用识别的规则框架基础上，结合 DBMS 场景扩展了实体校验、属性补全和 membership resolution 流程；GH_CoRE 是本文实现的处理链 [@liu2022irel]。跨仓库 Issue/PR 引用、仓库内编号引用和 Pull Request 与 Issue 的链接规则同时参照 GitHub 官方文档中对 autolinked references 与 PR-Issue linking 的说明 [@githubdocs2026autolinked; @githubdocs2026linkingprissue]。本文针对 DBMS 项目特征使用以下引用识别规则：","022;026","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0148","#### 3.2.1 跨项目引用识别规则","line 148","1. **跨仓库引用**：格式为`owner/repo#issue_id`或`owner/repo#pr_id`（如`mysql/mysql-server#1234`）；","1;1234","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0149","#### 3.2.1 跨项目引用识别规则","line 149","2. **仓库内引用**：格式为`#issue_id`或`#pr_id`（如`#5678`）；","2;5678","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0150","#### 3.2.1 跨项目引用识别规则","line 150","3. **Commit引用**：7位及以上十六进制字符串（如`a1b2c3d`）；","3;7","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0151","#### 3.2.1 跨项目引用识别规则","line 151","4. **文件引用**：包含路径及行号信息（如`https://github.com/apache/iotdb/blob/e9fe0b1082dff04815e75a84b7778126af55d2eb/distribution/pom.xml#L112-L117`）；","4;082;4815;5;778126;12;17","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0152","#### 3.2.1 跨项目引用识别规则","line 152","5. **GitHub通用服务引用**：指向github.com域名下的非标准审查页面资源（如评论中的图片等）；","5","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0153","#### 3.2.1 跨项目引用识别规则","line 153","6. **GitHub关联服务引用**：指向gist.github.com等GitHub二级域名服务的资源；","6","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0154","#### 3.2.1 跨项目引用识别规则","line 154","7. **外部领域资源引用**：指向非GitHub域名的外部资源，包括SQL标准（如SQL-92）、学术论文、技术文档（如MySQL参考手册）等DBMS 领域特定资源。","7;92","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0156","#### 3.2.2 引用抽取流程","line 156","#### 3.2.2 引用抽取流程","3.2;2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0158","#### 3.2.2 引用抽取流程","line 158","1. **文本预处理**：对 Issue/PR 标题、描述及评论进行特殊文本替换，标准化协作上下文；","1","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0159","#### 3.2.2 引用抽取流程","line 159","2. **模式匹配**：基于正则表达式与规则库匹配潜在引用模式；","2","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0160","#### 3.2.2 引用抽取流程","line 160","3. **有效性核验**：结合 GitHub API（包括 GraphQL 与 REST 接口）的可访问对象校验与上下文交叉核对，核验引用对象的可达性和类型一致性；","3","METHOD_CONFIGURATION","configs/ch5_reference_quotient_p0_v3.yaml","study_year;activity_threshold;window_start;window_end","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
